"","date","national_demand","wind_generation","solar_generation","min_temp","max_temp","rain_mm","wind_speed","average_price_daily"
"1",2020-06-01,27193,1007,1490,11,22,0,14,2.81
"2",2020-06-02,27255,796,1170,10,22,0,9,3.434
"3",2020-06-03,27369,2284,394,6,15,5.1,16,2.011
"4",2020-06-04,28676,1501,577,9,15,2.9,16,3.066
"5",2020-06-05,25246,3954,1280,7,14,1.3,26,1.516
"6",2020-06-06,25723,2070,981,7,14,3.2,25,0.525
"7",2020-06-07,25966,1740,955,8,14,0.9,15,2.547
"8",2020-06-08,28818,546,1100,8,15,0,10,3.425
"9",2020-06-09,29231,686,789,10,16,0.1,7,2.827
"10",2020-06-10,30220,1350,528,11,16,1.1,7,2.598
"11",2020-06-11,27783,3136,461,8,15,2.1,24,3.087
"12",2020-06-12,27830,2270,654,12,17,3.8,22,3.213
"13",2020-06-13,25437,996,966,14,22,0.2,15,3.214
"14",2020-06-14,25837,596,1370,13,22,4.4,10,3.013
"15",2020-06-15,28177,486,1270,13,22,2.1,3,3.613
"16",2020-06-16,29234,442,1240,13,22,9,5,2.677
"17",2020-06-17,29544,485,671,14,22,6.8,8,2.918
"18",2020-06-18,29115,1044,735,13,16,23,9,3.347
"19",2020-06-19,27324,1657,1220,11,14,1.7,16,2.963
"20",2020-06-20,23818,1928,1320,12,20,0.8,17,2.968
"21",2020-06-21,23411,2179,1420,12,18,5.9,21,1.156
"22",2020-06-22,26121,2812,1320,10,20,0,17,2.596
"23",2020-06-23,27138,1401,1530,13,24,0,14,3.399
"24",2020-06-24,28205,876,1530,16,27,0,10,3.188
"25",2020-06-25,28066,1623,1430,18,27,0,15,3.173
"26",2020-06-26,27663,1124,1310,17,24,1.4,13,3.173
"27",2020-06-27,23304,3266,1210,12,19,13.9,24,1.861
"28",2020-06-28,22301,4039,913,11,17,1.3,29,-1.691
"29",2020-06-29,26659,3743,694,12,14,0.1,30,2.6
"30",2020-06-30,29445,1111,833,11,16,0.4,15,3.538
"31",2020-07-01,28948,1192,897,13,18,0.8,14,2.554
"32",2020-07-02,29077,950,1010,12,19,2.2,11,3.235
"33",2020-07-03,26473,2868,462,10,15,6.2,21,2.444
"34",2020-07-04,25378,2002,515,16,18,0.1,22,1.949
"35",2020-07-05,23302,4188,1370,12,17,0.2,30,2.559
"36",2020-07-06,27389,2102,1550,11,17,0.1,22,1.988
"37",2020-07-07,30413,1054,407,8,13,8.7,14,2.584
"38",2020-07-08,30831,1100,290,14,18,9.1,10,3.199
"39",2020-07-09,30720,925,504,12,16,3.9,14,2.637
"40",2020-07-10,27248,1573,1370,11,17,0,19,2.724
"41",2020-07-11,25071,1088,1470,10,17,0,15,2.454
"42",2020-07-12,25290,1337,1540,10,21,0,6,2.093
"43",2020-07-13,29082,1890,521,12,19,5.2,15,2.79
"44",2020-07-14,29404,1116,823,13,17,0,15,3.439
"45",2020-07-15,29663,1596,495,13,16,0.2,10,3.05
"46",2020-07-16,28973,1510,985,13,20,0,15,3.193
"47",2020-07-17,28260,1535,1100,14,21,0,13,2.256
"48",2020-07-18,25778,1448,909,14,17,1.6,13,3.011
"49",2020-07-19,24956,1503,1410,11,18,5.3,15,2.393
"50",2020-07-20,28194,1204,1450,10,17,0,12,2.501
"51",2020-07-21,29462,481,951,9,18,0,8,3.326
"52",2020-07-22,28892,1249,1220,12,21,0,10,2.607
"53",2020-07-23,28652,1367,789,12,18,0,15,3.174
"54",2020-07-24,27924,1479,628,13,22,0.9,10,3.992
"55",2020-07-25,25799,1305,733,15,21,2.9,18,3.679
"56",2020-07-26,24813,1950,711,13,19,0,20,2.759
"57",2020-07-27,26995,3545,937,13,20,8.8,24,2.44
"58",2020-07-28,25903,2499,1160,11,16,0,20,2.278
"59",2020-07-29,28736,722,970,11,18,0,12,2.297
"60",2020-07-30,29084,1114,1280,13,24,0,8,3.895
"61",2020-07-31,27967,1718,485,17,30,0.2,15,3.653
"62",2020-08-01,25797,935,951,14,21,1.4,15,2.362
"63",2020-08-02,25462,919,883,12,19,0.4,16,2.739
"64",2020-08-03,28933,762,1140,12,19,0.4,11,2.833
"65",2020-08-04,27194,2668,600,10,19,0,15,2.961
"66",2020-08-05,29094,1518,556,16,22,0,23,2.464
"67",2020-08-06,30277,1115,884,17,24,0.1,14,3.843
"68",2020-08-07,29629,952,623,17,29,0,9,3.584
"69",2020-08-08,26181,1114,1030,17,25,0,15,3.156
"70",2020-08-09,26901,1116,843,16,26,0.2,18,4.028
"71",2020-08-10,31158,852,730,16,28,1.3,12,4.392
"72",2020-08-11,31813,526,784,19,30,1,11,4.979
"73",2020-08-12,32180,670,498,20,31,4,8,2.623
"74",2020-08-13,31022,1149,346,16,24,3.7,12,3.999
"75",2020-08-14,29894,711,304,17,24,1,17,4.019
"76",2020-08-15,27806,775,129,16,20,7,17,4.296
"77",2020-08-16,28167,732,223,15,20,18,15,4.112
"78",2020-08-17,30815,637,486,16,22,6.5,9,4.612
"79",2020-08-18,30789,752,586,16,21,1.8,14,3.478
"80",2020-08-19,30730,2004,127,13,18,17.1,15,4.391
"81",2020-08-20,28635,2124,492,15,21,0.4,21,3.618
"82",2020-08-21,26640,3184,296,16,20,1.4,32,4.058
"83",2020-08-22,25075,1951,370,15,20,0.2,27,2.967
"84",2020-08-23,27427,1060,316,13,18,1.8,16,2.49
"85",2020-08-24,31258,350,278,12,20,0.2,9,2.085
"86",2020-08-25,29160,3263,175,14,19,17.7,32,3.201
"87",2020-08-26,30794,584,347,14,19,0,23,4.05
"88",2020-08-27,32238,875,122,13,17,10.7,9,4.398
"89",2020-08-28,28626,2488,125,10,15,20,13,3.463
"90",2020-08-29,27227,2101,162,9,14,0.6,19,4.242
"91",2020-08-30,28263,506,258,9,14,0,12,3.612
"92",2020-08-31,28833,528,238,10,16,0,6,3.509
"93",2020-09-01,31335,941,196,12,18,0,5,4.029
"94",2020-09-02,30991,2379,36,12,18,13.1,14,4.479
"95",2020-09-03,30353,1957,137,14,19,4,20,4.077
"96",2020-09-04,29670,1959,69,12,16,0,16,3.961
"97",2020-09-05,28055,1197,118,10,15,0.1,17,3.663
"98",2020-09-06,29467,340,100,11,18,1,9,4.339
"99",2020-09-07,31271,2106,37,11,17,0.4,13,3.979
"100",2020-09-08,31964,1724,57,15,22,0,12,4.447
"101",2020-09-09,31261,1244,96,12,18,0,15,3.361
"102",2020-09-10,32469,1064,28,9,15,0,7,4.884
"103",2020-09-11,30636,1886,32,10,16,0,16,3.871
"104",2020-09-12,28060,1557,42,12,17,0,15,1.462
"105",2020-09-13,28241,1809,38,13,22,0,15,3.32
"106",2020-09-14,32811,515,15,14,26,0,8,5.872
"107",2020-09-15,33568,396,17,14,25,0,7,11.265
"108",2020-09-16,32904,1311,9,14,22,0.1,13,4.412
"109",2020-09-17,32867,978,14,11,19,0,16,3.43
"110",2020-09-18,31239,1411,7,10,18,0,18,2.759
"111",2020-09-19,28864,1483,3,11,19,0,23,3.361
"112",2020-09-20,30830,796,4,12,20,0,17,3.528
"113",2020-09-21,34260,577,3,10,22,0,4,3.102
"114",2020-09-22,33847,2149,1,12,21,0,13,3.892
"115",2020-09-23,34876,808,1,8,15,5,13,4.668
"116",2020-09-24,35277,891,2,8,12,2,16,5.236
"117",2020-09-25,31832,3013,2,8,12,0,23,3.788
"118",2020-09-26,31100,2288,0,6,11,0,23,4.266
"119",2020-09-27,33767,870,0,7,13,0,17,3.33
"120",2020-09-28,37185,719,1,5,18,0,8,5.946
"121",2020-09-29,36505,612,2,10,16,0.1,8,5.557
"122",2020-09-30,36468,1528,0,7,13,10.2,17,5.357
"123",2020-10-01,36902,423,1,9,13,0.1,11,3.682
"124",2020-10-02,35319,1704,0,8,14,12.5,22,4.048
"125",2020-10-03,33482,1629,0,10,13,29.7,21,5.181
"126",2020-10-04,34723,1137,1,9,12,19.5,17,4.139
"127",2020-10-05,37575,1329,3,9,15,1.4,17,4.835
"128",2020-10-06,36772,1806,76,10,14,3.1,20,4.383
"129",2020-10-07,38007,1017,35,9,14,3.8,19,4.157
"130",2020-10-08,37160,1025,62,9,15,9.3,18,5.406
"131",2020-10-09,36088,1960,49,7,11,0,16,4.248
"132",2020-10-10,33990,1814,48,7,12,1.6,21,4.594
"133",2020-10-11,35366,681,40,7,13,0,13,4.39
"134",2020-10-12,38299,1609,1,4,9,7.9,11,4.4
"135",2020-10-13,37494,2145,0,7,12,0,13,4.919
"136",2020-10-14,38466,1328,1,8,14,0.8,17,5.021
"137",2020-10-15,38692,839,1,6,11,0,13,4.755
"138",2020-10-16,37328,624,0,6,11,0,11,4.58
"139",2020-10-17,35548,597,1,7,11,0,8,4.677
"140",2020-10-18,36302,423,0,8,10,0.1,5,5.221
"141",2020-10-19,37158,2367,0,7,12,0.3,17,4.09
"142",2020-10-20,37083,1981,0,11,16,1.1,23,4.727
"143",2020-10-21,38403,1253,0,11,15,11,12,4.309
"144",2020-10-22,38299,804,1,7,13,0,14,3.756
"145",2020-10-23,36926,1274,0,7,12,2.5,13,4.961
"146",2020-10-24,33482,2102,0,7,14,11.2,28,3.982
"147",2020-10-25,35551,2304,1,7,11,0.1,21,2.311
"148",2020-10-26,37143,1959,0,7,11,0.7,21,3.366
"149",2020-10-27,37439,2196,0,7,12,3.7,20,4.186
"150",2020-10-28,37980,2225,0,7,10,0.7,23,4.618
"151",2020-10-29,36144,2967,0,7,13,3.4,23,3.464
"152",2020-10-30,36913,858,0,12,15,0.7,23,4.067
"153",2020-10-31,31296,2965,0,9,15,5.9,30,2.964
"154",2020-11-01,32045,3234,0,8,14,1.9,31,0.805
"155",2020-11-02,37228,2450,0,7,17,0.9,35,2.796
"156",2020-11-03,40520,1463,0,5,9,7.9,17,4.681
"157",2020-11-04,40817,790,0,4,10,0,10,2.668
"158",2020-11-05,40147,668,0,5,10,0,4,4.571
"159",2020-11-06,38381,1184,0,3,10,0,9,4.804
"160",2020-11-07,35912,733,0,4,11,0,8,4.788
"161",2020-11-08,35651,696,0,7,11,3.4,7,5.918
"162",2020-11-09,37619,817,0,10,13,5.5,10,6.718
"163",2020-11-10,37491,1432,0,9,13,0.1,9,3.341
"164",2020-11-11,35143,3226,0,9,12,7.7,20,4.001
"165",2020-11-12,36294,2431,0,7,11,0.2,20,3.189
"166",2020-11-13,36372,1784,0,8,10,0.7,19,4.016
"167",2020-11-14,31815,3118,0,8,13,3.2,23,4.207
"168",2020-11-15,34242,2408,0,7,10,2.6,23,1.897
"169",2020-11-16,36779,2454,0,8,11,1.5,24,3.04
"170",2020-11-17,35789,2543,0,11,12,0,24,4.139
"171",2020-11-18,35340,3403,0,7,14,0.2,28,3.426
"172",2020-11-19,40742,792,0,4,9,0.6,19,3.211
"173",2020-11-20,35471,2697,0,3,9,2.9,19,3.687
"174",2020-11-21,33850,2365,0,10,11,0.2,22,2.699
"175",2020-11-22,36427,1286,0,4,10,0,12,2.856
"176",2020-11-23,37381,2639,0,4,9,0,12,3.886
"177",2020-11-24,37300,2040,0,9,11,0.4,23,4.64
"178",2020-11-25,40216,615,0,1,10,6,11,3.757
"179",2020-11-26,41247,381,0,2,6,0,5,5.439
"180",2020-11-27,39631,686,0,2,7,0,6,5.507
"181",2020-11-28,36664,566,0,4,7,2.8,11,5.852
"182",2020-11-29,38127,520,0,6,9,0.2,4,5.697
"183",2020-11-30,38249,2347,0,4,10,0.8,14,3.53
"184",2020-12-01,42475,869,0,3,6,0,10,6.468
"185",2020-12-02,41382,1653,0,3,7,0.2,10,7.124
"186",2020-12-03,43343,907,0,2,5,8.9,12,6.329
"187",2020-12-04,40030,2682,0,1,4,9.5,16,3.626
"188",2020-12-05,39119,748,0,3,4,4.6,16,4.823
"189",2020-12-06,39911,233,0,2,5,2.2,3,9.162
"190",2020-12-07,43902,1184,0,0,4,0,8,12.204
"191",2020-12-08,43331,1369,0,2,4,4.2,13,5.072
"192",2020-12-09,43297,1412,0,3,6,0.5,13,5.913
"193",2020-12-10,41065,2676,0,4,6,3.5,15,3.647
"194",2020-12-11,40449,669,0,6,9,3.1,10,5.34
"195",2020-12-12,38306,690,0,3,7,0.3,14,5.428
"196",2020-12-13,36236,2756,0,2,8,6.2,20,4.35
"197",2020-12-14,40109,1988,0,7,10,0.2,24,5.098
"198",2020-12-15,40922,1654,0,6,8,0,16,4.448
"199",2020-12-16,39897,2427,0,6,8,7.1,21,5.21
"200",2020-12-17,38782,2781,0,6,8,0,18,5.307
"201",2020-12-18,35641,3077,0,10,13,4.5,30,4.228
"202",2020-12-19,33492,2957,0,7,11,4.5,25,4.628
"203",2020-12-20,35687,2279,0,6,8,0,18,5.918
"204",2020-12-21,38278,1675,0,5,12,5.5,20,6.222
"205",2020-12-22,39502,550,0,5,9,2.8,10,4.287
"206",2020-12-23,36093,2771,0,5,8,13.8,21,4.984
"207",2020-12-24,36042,1990,0,1,6,0.5,22,5.41
"208",2020-12-25,30054,1943,0,-1,3,0,13,6.169
"209",2020-12-26,29688,4053,0,3,8,2.4,25,2.452
"210",2020-12-27,36017,1336,0,2,7,9.7,21,5.401
"211",2020-12-28,38115,614,0,0,2,3.3,16,10.701
"212",2020-12-29,38072,1357,0,0,3,2,12,8.015
"213",2020-12-30,39819,579,0,0,3,0,10,8.268
"214",2020-12-31,39503,1000,0,-1,1,0,9,6.946
"215",2021-01-01,36293,1109,0,0,4,0.5,12,6.332
"216",2021-01-02,38809,1172,0,-1,3,1.3,9,6.287
"217",2021-01-03,38512,1541,0,0,3,0.3,14,5.517
"218",2021-01-04,42369,1689,0,1,3,0.1,19,6.302
"219",2021-01-05,42858,1311,0,0,2,0,17,6.874
"220",2021-01-06,44208,629,0,-1,2,0,12,8.943
"221",2021-01-07,44599,859,0,-2,2,0,9,17.147
"222",2021-01-08,42925,626,0,-3,1,0.4,12,25.302
"223",2021-01-09,40216,1305,0,0,2,0,7,7.227
"224",2021-01-10,39248,1798,0,0,4,0,11,6.286
"225",2021-01-11,39662,2668,0,3,7,2.6,21,5.971
"226",2021-01-12,42655,659,0,1,7,3.1,11,8.794
"227",2021-01-13,41129,1057,0,1,6,9.8,4,9.678
"228",2021-01-14,41691,981,0,2,7,15.6,11,4.325
"229",2021-01-15,41883,1459,0,0,3,0,7,7.223
"230",2021-01-16,37141,2246,0,1,7,7,20,5.645
"231",2021-01-17,37986,1866,0,3,5,0,15,4.798
"232",2021-01-18,40123,1823,0,2,6,3.1,17,5.638
"233",2021-01-19,39016,2134,0,5,10,10.4,29,5.993
"234",2021-01-20,39081,2022,0,4,10,14.6,30,9.551
"235",2021-01-21,40442,2170,0,3,6,1.3,26,6.695
"236",2021-01-22,39984,930,0,2,5,1.5,14,8.198
"237",2021-01-23,39848,787,0,-1,4,0,8,8.046
"238",2021-01-24,40685,975,0,-1,2,6.1,11,5.685
"239",2021-01-25,42625,1292,0,-3,3,0,15,6.105
"240",2021-01-26,42850,1299,0,-2,3,2.8,13,8.129
"241",2021-01-27,41443,633,0,4,7,3.3,8,7.392
"242",2021-01-28,39720,1432,0,6,11,15.2,16,6.783
"243",2021-01-29,38678,1145,0,6,9,0.4,16,5.983
"244",2021-01-30,37173,1983,0,0,5,10.3,26,4.061
"245",2021-01-31,39851,1403,0,0,2,0.4,15,4.135
"246",2021-02-01,42359,916,0,1,4,0.4,12,10.064
"247",2021-02-02,39696,2843,0,2,10,10.9,20,5.953
"248",2021-02-03,40387,2151,0,5,8,0.1,12,6.595
"249",2021-02-04,40474,1837,0,4,8,5.3,10,6.548
"250",2021-02-05,39117,1705,0,4,8,1.6,8,5.239
"251",2021-02-06,36698,2886,0,2,5,3.8,13,5.338
"252",2021-02-07,38382,2996,0,-1,2,1.7,29,2.827
"253",2021-02-08,43433,2338,0,-2,0,1.1,27,6.462
"254",2021-02-09,44196,1938,0,-3,0,0,17,5.043
"255",2021-02-10,44873,940,0,-3,0,0,14,8.141
"256",2021-02-11,44760,1927,0,-4,-1,0,18,6.498
"257",2021-02-12,42748,2782,0,-4,-1,0,23,5.988
"258",2021-02-13,40559,3150,0,-4,-1,0,25,6.049
"259",2021-02-14,38260,3297,0,0,5,1.9,25,6.433
"260",2021-02-15,39927,1803,0,6,11,0,15,6.085
"261",2021-02-16,39306,1966,0,6,10,3.5,22,3.652
"262",2021-02-17,38485,2808,0,6,10,7.8,22,3.426
"263",2021-02-18,37976,2596,0,5,9,3.7,26,3.699
"264",2021-02-19,35186,3682,0,4,9,1.2,26,3.87
"265",2021-02-20,31984,3680,0,8,11,4.4,31,4.463
"266",2021-02-21,35750,1183,0,5,9,0.8,10,3.593
"267",2021-02-22,38716,1326,0,5,9,4.2,6,5.12
"268",2021-02-23,35265,3802,0,5,11,0,24,3.712
"269",2021-02-24,36264,2285,0,10,13,0,29,3.377
"270",2021-02-25,38544,1176,0,5,10,0,11,4.001
"271",2021-02-26,38080,826,0,2,10,0,6,4.267
"272",2021-02-27,35996,322,0,3,11,0,6,5.594
"273",2021-02-28,36778,625,0,2,12,0,6,4.62
"274",2021-03-01,39755,818,0,2,8,0,12,6.197
"275",2021-03-02,40444,234,0,2,9,0,9,7.514
"276",2021-03-03,41078,337,0,3,9,4.7,5,12.155
"277",2021-03-04,40646,1029,0,2,6,0.9,14,6.609
"278",2021-03-05,40436,420,0,1,5,0,11,5.111
"279",2021-03-06,38127,431,0,0,6,0,4,5.946
"280",2021-03-07,38014,503,0,0,8,0,8,7.999
"281",2021-03-08,40794,930,0,1,10,0,8,5.011
"282",2021-03-09,38876,2497,0,2,10,0,15,5.292
"283",2021-03-10,37138,3914,0,4,9,8.5,29,5.83
"284",2021-03-11,36619,3528,0,4,9,1.7,36,3.464
"285",2021-03-12,36164,2610,0,4,8,4.2,27,5.3
"286",2021-03-13,35107,2528,0,4,7,4.2,31,7.056
"287",2021-03-14,35579,2382,0,4,9,3.7,26,2.951
"288",2021-03-15,40163,609,0,6,10,0.2,20,4.378
"289",2021-03-16,37765,2280,0,6,12,0.9,14,4.139
"290",2021-03-17,39084,933,0,3,11,0.8,11,5.969
"291",2021-03-18,38797,1780,0,3,11,0,15,5.098
"292",2021-03-19,37290,493,0,6,9,0.3,14,5.331
"293",2021-03-20,35263,1709,0,6,12,0,11,5.306
"294",2021-03-21,36268,567,0,5,11,0,11,5.687
"295",2021-03-22,38383,914,0,4,11,0,6,4.664
"296",2021-03-23,37163,2936,0,5,9,0,14,5.492
"297",2021-03-24,37325,2272,0,5,11,0,13,3.96
"298",2021-03-25,35679,2900,0,4,11,0,20,5.671
"299",2021-03-26,35374,2729,0,3,8,3,27,4.928
"300",2021-03-27,33380,3291,0,3,10,0,25,4.878
"301",2021-03-28,30509,4467,0,7,11,0.8,27,5.078
"302",2021-03-29,31509,2985,109,9,17,0,23,2.898
"303",2021-03-30,32461,1138,59,5,19,0,11,4.421
"304",2021-03-31,32046,1593,82,8,19,0,9,4.772
"305",2021-04-01,32520,1614,78,5,10,0.7,20,6.075
"306",2021-04-02,31155,1372,147,2,12,0,13,4.824
"307",2021-04-03,31154,812,208,2,11,0,10,3.98
"308",2021-04-04,26361,3512,217,2,14,0,14,4.65
"309",2021-04-05,30205,3339,303,1,8,0,25,5.305
"310",2021-04-06,34767,2985,259,-1,5,0.5,17,6.756
"311",2021-04-07,37842,756,106,-1,7,0,12,10.151
"312",2021-04-08,32936,3738,144,2,9,0.1,20,4.808
"313",2021-04-09,34159,1202,191,2,6,0.3,11,6.574
"314",2021-04-10,32539,1084,151,0,7,3.4,11,7.218
"315",2021-04-11,33135,714,431,-1,7,1.1,15,5.862
"316",2021-04-12,35152,470,482,0,8,0,11,29.343
"317",2021-04-13,35809,305,340,-1,10,0,5,8.601
"318",2021-04-14,34580,510,462,1,11,0.1,8,7.255
"319",2021-04-15,34897,826,513,0,9,0,10,6.75
"320",2021-04-16,33421,785,424,1,10,0,8,7.818
"321",2021-04-17,30327,893,656,3,13,0,6,6.839
"322",2021-04-18,31571,556,509,2,13,0,8,4.828
"323",2021-04-19,33099,631,546,2,13,0,7,5.166
"324",2021-04-20,33985,708,380,5,13,0.2,7,5.465
"325",2021-04-21,33755,1162,599,4,11,0,13,6.745
"326",2021-04-22,32883,668,805,0,14,0,7,6.535
"327",2021-04-23,30816,971,702,3,14,0,10,6.432
"328",2021-04-24,27881,1448,809,3,13,0,14,5.831
"329",2021-04-25,29697,1346,805,3,13,0,13,4.692
"330",2021-04-26,32459,1309,611,3,13,0,7,5.189
"331",2021-04-27,34500,1812,339,4,10,1.1,8,6.998
"332",2021-04-28,34488,1660,403,3,10,1.7,18,7.446
"333",2021-04-29,34360,889,579,2,9,1.3,10,8.588
"334",2021-04-30,32896,481,644,1,11,1.8,7,8.216
"335",2021-05-01,30695,376,692,2,12,2.7,7,7.495
"336",2021-05-02,28958,713,600,2,13,0.1,7,8.455
"337",2021-05-03,31869,4015,243,5,10,10.3,24,6.949
"338",2021-05-04,33305,2995,730,4,9,2.6,24,5.477
"339",2021-05-05,34060,1270,976,1,8,3,12,8.304
"340",2021-05-06,33309,1552,982,1,9,1.3,15,7.94
"341",2021-05-07,32241,557,922,3,11,0,12,7.66
"342",2021-05-08,29376,2554,259,4,12,18.9,20,8.559
"343",2021-05-09,29546,2114,590,9,15,1.3,23,6.576
"344",2021-05-10,30077,2656,1030,7,14,2.1,19,6.188
"345",2021-05-11,32186,1021,723,6,13,4.2,13,5.407
"346",2021-05-12,33056,529,696,7,13,0.6,14,6.969
"347",2021-05-13,32661,918,400,8,14,3,15,8.308
"348",2021-05-14,32215,449,539,6,11,0.3,11,10.751
"349",2021-05-15,29297,882,795,4,11,3,9,9.862
"350",2021-05-16,30630,760,527,6,12,7.9,8,8.919
"351",2021-05-17,32772,982,988,7,13,6.7,13,9.673
"352",2021-05-18,33117,680,934,6,14,5.1,13,6.974
"353",2021-05-19,32184,695,1150,6,14,3,12,7.893
"354",2021-05-20,31771,4058,317,6,13,5.9,21,7.118
"355",2021-05-21,31188,3875,372,7,10,10,29,6.573
"356",2021-05-22,29764,974,999,5,11,1.2,14,8.658
"357",2021-05-23,29444,3237,344,5,11,10.9,21,5.893
"358",2021-05-24,32903,1779,1230,5,11,8.2,14,6.874
"359",2021-05-25,33280,1176,969,5,12,0.9,17,9.376
"360",2021-05-26,33168,907,1010,6,14,0.6,13,8.633
"361",2021-05-27,31374,570,1290,7,18,0,5,5.882
"362",2021-05-28,30489,417,668,10,14,2.6,4,7.156
"363",2021-05-29,27311,536,1130,11,19,0,6,6.485
"364",2021-05-30,25528,962,1530,9,19,0,9,6.102
"365",2021-05-31,27119,1364,1470,8,20,0,11,6.757
"366",2021-06-01,29758,1327,1420,11,22,0,14,6.575
"367",2021-06-02,29961,1728,759,12,23,0.8,15,8.282
"368",2021-06-03,30460,1384,1050,14,21,0.1,11,5.428
"369",2021-06-04,29232,743,1430,12,20,0,8,6.638
"370",2021-06-05,26812,781,811,10,20,0,8,5.452
"371",2021-06-06,27366,421,1460,11,16,1.2,5,4.603
"372",2021-06-07,30688,1032,1550,12,20,0,9,4.685
"373",2021-06-08,30411,1222,1490,10,20,0,10,7.548
"374",2021-06-09,30406,1915,1020,12,21,0,11,7.547
"375",2021-06-10,29970,2553,888,13,20,0.1,13,7.8
"376",2021-06-11,28825,2057,995,14,21,0.1,15,7.837
"377",2021-06-12,25534,1137,1620,12,20,0,11,8.512
"378",2021-06-13,26774,1594,1440,11,25,0,6,6.616
"379",2021-06-14,29950,2002,943,13,22,0,13,8.441
"380",2021-06-15,29598,2023,1600,10,22,0,7,8.066
"381",2021-06-16,31583,836,1260,13,24,0.1,9,8.478
"382",2021-06-17,31339,914,884,12,17,14,13,9.211
"383",2021-06-18,30087,1257,420,11,14,12.2,12,8.964
"384",2021-06-19,27765,1051,677,11,18,3.9,11,9.39
"385",2021-06-20,29082,955,670,8,13,3.9,15,6.572
"386",2021-06-21,32251,1562,563,10,14,0.5,17,6.618
"387",2021-06-22,30751,1121,1530,10,16,0,12,5.769
"388",2021-06-23,30632,650,1210,8,21,0,8,9.262
"389",2021-06-24,31056,1512,751,12,18,3.1,8,9.202
"390",2021-06-25,28824,1834,817,12,19,2.4,11,8.359
"391",2021-06-26,26444,920,1370,10,16,1.9,15,8.597
"392",2021-06-27,28325,1177,626,10,19,0,17,7.909
"393",2021-06-28,32083,548,568,13,15,6.4,14,12.572
"394",2021-06-29,30712,906,1080,12,19,0.7,14,7.553
"395",2021-06-30,30639,835,1180,11,20,0,10,8.265
"396",2021-07-01,30682,546,1300,13,20,0,6,9.529
"397",2021-07-02,29609,572,1100,14,23,0,7,9.713
"398",2021-07-03,27800,948,870,14,19,1.6,9,9.556
"399",2021-07-04,28129,1007,1070,13,18,10.5,11,7.375
"400",2021-07-05,31514,980,450,12,19,6.2,17,8.645
"401",2021-07-06,30489,1828,741,12,16,9,23,9.307
"402",2021-07-07,30516,892,1190,13,19,5.3,16,8.88
"403",2021-07-08,30579,500,1210,13,20,0.7,7,10.965
"404",2021-07-09,30171,385,730,14,21,0.1,6,11.127
"405",2021-07-10,27619,309,1040,13,18,0.8,6,10.396
"406",2021-07-11,28177,670,453,13,19,8,12,10.523
"407",2021-07-12,31088,563,862,14,20,7.5,7,9.06
"408",2021-07-13,30369,867,1350,13,21,0.3,8,9.816
"409",2021-07-14,30063,1463,1500,13,21,0,15,8.78
"410",2021-07-15,30394,906,1360,14,20,0,16,8.688
"411",2021-07-16,28778,1033,1470,13,24,0,9,9.382
"412",2021-07-17,26895,1160,1500,15,28,0,8,8.188
"413",2021-07-18,27719,504,1390,16,26,0,10,11.016
"414",2021-07-19,31317,515,1410,15,24,0,7,11.706
"415",2021-07-20,31256,465,1220,16,27,0,6,11.627
"416",2021-07-21,30997,429,1310,16,28,0,8,11.143
"417",2021-07-22,31032,502,1150,17,28,0,8,12.107
"418",2021-07-23,28784,1297,1050,16,24,0,16,9.203
"419",2021-07-24,26498,760,900,15,18,3.3,17,6.199
"420",2021-07-25,26687,588,832,13,22,0.3,9,7.999
"421",2021-07-26,30265,651,872,15,24,0.5,9,8.306
"422",2021-07-27,30013,678,657,13,21,1.7,8,9.179
"423",2021-07-28,28644,1924,939,12,19,4.3,19,10.252
"424",2021-07-29,28665,1368,849,11,19,1.3,22,5.742
"425",2021-07-30,29109,1480,537,13,17,32.4,14,9.67
"426",2021-07-31,26945,847,704,13,19,1.5,10,10.412
"427",2021-08-01,27219,644,876,13,18,0.6,9,8.482
"428",2021-08-02,30380,453,704,12,18,1.6,6,7.799
"429",2021-08-03,30168,447,784,11,20,0.6,4,9.144
"430",2021-08-04,29311,884,900,13,22,0,7,10.457
"431",2021-08-05,29896,2575,284,11,17,5.2,16,11.268
"432",2021-08-06,26936,2149,848,13,19,5.5,18,10.798
"433",2021-08-07,26412,1817,482,13,19,1.4,19,8.455
"434",2021-08-08,25461,1906,856,14,19,6.2,21,8.283
"435",2021-08-09,30325,1055,732,13,20,7,18,11.72
"436",2021-08-10,30306,583,881,13,21,0.7,10,9.852
"437",2021-08-11,29608,1459,558,13,21,0,11,10.248
"438",2021-08-12,29339,2363,837,14,22,0,19,11.045
"439",2021-08-13,27050,2600,646,13,21,0,18,10.369
"440",2021-08-14,27359,804,461,14,21,1.1,13,10.458
"441",2021-08-15,27521,1859,455,14,21,0.1,14,11.155
"442",2021-08-16,29688,1356,630,12,18,1,19,10.204
"443",2021-08-17,30938,1739,242,14,16,0.8,13,11.365
"444",2021-08-18,31214,1658,322,14,18,0,13,10.726
"445",2021-08-19,31963,565,377,12,20,5.2,10,13.266
"446",2021-08-20,30888,1137,233,15,22,0,8,12.97
